Handle,Title,Image Src,Image Position,Image Alt Text,Source CSV Row Type
eclipse-pebbled-college-backpack,,https://joesventure.com/cdn/shop/files/Untitled-142copy.png?v=1738714593,2,Eclipse Pebbled College Backpack,image_only_row
eclipse-pebbled-fanny-pack,Eclipse Pebbled Leather Fanny Pack,https://joesventure.com/cdn/shop/files/Untitled-146copy.png?v=1738714736&width=1920,1,Eclipse Pebbled Leather Fanny Pack,product_or_image_row
eclipse-pebbled-fanny-pack,,https://joesventure.com/cdn/shop/files/Untitled-146copy.png?v=1738714736,2,Eclipse Pebbled Leather Fanny Pack,image_only_row
eclipse-pebbled-large-box-bag,Eclipse Pebbled Leather Large Box 30L Bag,https://joesventure.com/cdn/shop/files/Untitled-149copy.png?v=1738714452&width=1920,1,Eclipse Pebbled Leather Large Box 30L Bag,product_or_image_row
eclipse-pebbled-large-box-bag,,https://joesventure.com/cdn/shop/files/Untitled-149copy.png?v=1738714452,2,Eclipse Pebbled Leather Large Box 30L Bag,image_only_row
eclipse-pebbled-toiletry-bag,Eclipse Pebbled Toiletry Bag,https://joesventure.com/cdn/shop/files/Untitled-97copy.png?v=1738712216&width=1920,1,Eclipse Pebbled Toiletry Bag,product_or_image_row
eclipse-pebbled-toiletry-bag,,https://joesventure.com/cdn/shop/files/Untitled-97copy.png?v=1738712216,2,Eclipse Pebbled Toiletry Bag,image_only_row
eclipse-pebbled-zipped-laptop-sleeve,Eclipse Pebbled Leather Zipped Laptop Sleeve,https://joesventure.com/cdn/shop/files/Untitled-94copy.png?v=1738714192&width=1920,1,Eclipse Pebbled Leather Zipped Laptop Sleeve,product_or_image_row
eclipse-pebbled-zipped-laptop-sleeve,,https://joesventure.com/cdn/shop/files/Untitled-94copy.png?v=1738714192,2,Eclipse Pebbled Leather Zipped Laptop Sleeve,image_only_row
elastic-set,Traveler's Notebook Elastic Bands Set,https://joesventure.com/cdn/shop/files/SNY09573.jpg?v=1720785180&width=1920,1,Traveler's Notebook Elastic Bands Set,product_or_image_row
fly-swatter,Fly Swatter,https://joesventure.com/cdn/shop/files/SNY09134.jpg?v=1716723859&width=1024,1,Fly Swatter,product_or_image_row
fly-swatter,,https://joesventure.com/cdn/shop/files/SNY09144.jpg?v=1716723859,2,Fly Swatter,image_only_row
fly-swatter,,https://joesventure.com/cdn/shop/files/SNY09134.jpg?v=1716723859,3,Fly Swatter,image_only_row
fly-swatter,,https://joesventure.com/cdn/shop/files/SNY09139.jpg?v=1716723859,4,Fly Swatter,image_only_row
green-lamb-nappa-aviator,Green Lamb Nappa Aviator Size 54,https://joesventure.com/cdn/shop/files/Untitled-225.jpg?v=1720448982&width=1920,1,Green Lamb Nappa Aviator Size 54,product_or_image_row
green-nappa-perfecto,Green Lamb Nappa Perfecto Size 38,https://joesventure.com/cdn/shop/files/084.jpg?v=1720438371&width=1024,1,Green Lamb Nappa Perfecto Size 38,product_or_image_row
green-nappa-perfecto-1,Green Nappa Perfecto,https://joesventure.com/cdn/shop/files/GreenNappaPErfecto_2c4b6b6c-30f3-4385-bdfe-03d0da8c4f3f.png?v=1738672170&width=1920,1,Green Nappa Perfecto,product_or_image_row
hardcover-notebook,Hardcover notebook,https://joesventure.com/cdn/shop/files/rn-image_picker_lib_temp_f919793d-c0f7-4fbd-91fe-ec645608a83f.jpg?v=1715351298&width=1024,1,Hardcover notebook,product_or_image_row
hook-keychain,Hook Keychain,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGLast30.jpg?v=1654638490&width=1024,1,Hook Keychain,product_or_image_row
jlg-giza-tote-bag,The Giza Tote Bag,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_C_42.jpg?v=1654170554&width=1024,1,The Giza Tote Bag,product_or_image_row
joe-s-leather-balm™,JOE’S LEATHER BALM™,https://joesventure.com/cdn/shop/products/JLGBrush_Wax1.jpg?v=1655985978&width=1024,1,JOE’S LEATHER BALM™,product_or_image_row
joes-nappa-perfecto,Lamb Napa - Man Perfecto,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/IMG_4064ftg.jpg?v=1665560303&width=1024,1,Lamb Napa - Man Perfecto,product_or_image_row
la-pochetter,La Pochette,https://joesventure.com/cdn/shop/products/JLGLast11.jpg?v=1654638203&width=1024,1,La Pochette,product_or_image_row
la-pochetter,,https://joesventure.com/cdn/shop/products/JLGLast11.jpg?v=1654638203,2,La Pochette,image_only_row
la-pochetter,,https://joesventure.com/cdn/shop/products/JLGLast9.jpg?v=1654638203,3,La Pochette,image_only_row
la-pochetter,,https://joesventure.com/cdn/shop/products/JLGLast10.jpg?v=1654638203,4,La Pochette,image_only_row
lamb-napa-aviator-jacket,Lamb Napa - Aviator Jacket,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/IMG_4591.jpg?v=1665560202&width=1024,1,Lamb Napa - Aviator Jacket,product_or_image_row
lamb-napa-cafe-racer,Lamb Napa Man Cafe Racer,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGJackets_C_12.jpg?v=1654169359&width=1024,1,Lamb Napa Man Cafe Racer,product_or_image_row
lamb-napa-denim-cut-jacket,Lamb Napa - Denim Cut Jacket,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/4Z5A0781.jpg?v=1665560281&width=1024,1,Lamb Napa - Denim Cut Jacket,product_or_image_row
lamb-napa-lapel,Lamb Napa Lapel,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/IMG_4254.jpg?v=1665560225&width=1024,1,Lamb Napa Lapel,product_or_image_row
lamb-napa-woman-cafe-racer,Lamb Napa Woman Cafe Racer,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/IMG_4064d.jpg?v=1665560034&width=1024,1,Lamb Napa Woman Cafe Racer,product_or_image_row
lamb-nappa-cropped-denim-cut-petroleum-grey,Petroleum Grey Lamb Nappa Cropped Denim Cut Size 42,https://joesventure.com/cdn/shop/files/Untitled-232.jpg?v=1720527075&width=1024,1,Petroleum Grey Lamb Nappa Cropped Denim Cut Size 42,product_or_image_row
lamb-nappa-green-cafe-racer,Lamb Nappa Green Cafe Racer Size 48,https://joesventure.com/cdn/shop/files/Untitled-105_25a5e7c9-29a8-43ed-bf37-7c65ecf49b4d.png?v=1738063453&width=1920,1,Lamb Nappa Green Cafe Racer Size 48,product_or_image_row
lamb-nappa-green-cafe-racer-1,Green Lamb Nappa Pilot Size 44,https://joesventure.com/cdn/shop/files/094.jpg?v=1720439928&width=1920,1,Green Lamb Nappa Pilot Size 44,product_or_image_row
lamb-nappa-pe,Lamb Nappa Petroleum Pilot Size 54,https://joesventure.com/cdn/shop/files/Untitled-78_2cb45f5b-a035-4467-a0d6-471cda4f62f4.png?v=1738065407&width=1920,1,Lamb Nappa Petroleum Pilot Size 54,product_or_image_row
lamb-nappa-woman-perfecto,Lamb Nappa Woman Perfecto,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/IMG_4228.jpg?v=1665560250&width=1024,1,Lamb Nappa Woman Perfecto,product_or_image_row
laptop-bag,Laptop Bag,https://joesventure.com/cdn/shop/files/SNY09183.png?v=1718014559&width=1024,1,Laptop Bag,product_or_image_row
laptop-bag,,https://joesventure.com/cdn/shop/files/rn-image_picker_lib_temp_2f7b3bee-7744-4348-ac77-ee93c41f3bc7.jpg?v=1718014559,2,Laptop Bag,image_only_row
laptop-bag,,https://joesventure.com/cdn/shop/files/rn-image_picker_lib_temp_c6365f8c-b12c-472e-abdd-507f336f8194.jpg?v=1718014559,3,Laptop Bag,image_only_row
leather-apron,Leather Apron,https://joesventure.com/cdn/shop/files/SNY09130.jpg?v=1716726017&width=1024,1,Leather Apron,product_or_image_row
leather-desk-mat,Leather Desk Mat,https://joesventure.com/cdn/shop/files/SNY07489.jpg?v=1713989744&width=1024,1,Leather Desk Mat,product_or_image_row
leather-horse-hair-brush,LEATHER HORSE HAIR BRUSH,https://joesventure.com/cdn/shop/products/JLGBrush_Wax2.jpg?v=1655989660&width=1024,1,LEATHER HORSE HAIR BRUSH,product_or_image_row
leather-mouse-pad,Leather Mouse Pad,https://joesventure.com/cdn/shop/files/SNY07691.jpg?v=1714413910&width=1024,1,Leather Mouse Pad,product_or_image_row
leather-roll-up,Leather Roll Up,https://joesventure.com/cdn/shop/files/SNY05402.jpg?v=1722505004&width=1024,1,Leather Roll Up,product_or_image_row
leather-stool,Leather Walk Stool,https://joesventure.com/cdn/shop/files/rn-image_picker_lib_temp_38c5b003-eb41-4244-951f-97b9eb48cb7b.jpg?v=1714244269&width=1024,1,Leather Walk Stool,product_or_image_row
light-brown-nappa-denim-cut,Light Brown Nappa Denim Cut Size 48,https://joesventure.com/cdn/shop/files/LIGHTBROWNNAPPAdenimcut_fd16e807-d9ee-442f-b75c-abdfa6be800a.png?v=1738853022&width=1920,1,Light Brown Nappa Denim Cut Size 48,product_or_image_row
lite-pro,Lite Pro,https://joesventure.com/cdn/shop/files/IMG_7291W.jpg?v=1685804098&width=1024,1,Lite Pro,product_or_image_row
lite-pro,,https://joesventure.com/cdn/shop/files/IMG_7291W.jpg?v=1685804098,2,Lite Pro,image_only_row
lite-pro,,https://joesventure.com/cdn/shop/files/IMG_7294W.jpg?v=1686043084,3,Lite Pro,image_only_row
long-wallet,No.1 Vintage Leather Long Wallet,https://joesventure.com/cdn/shop/files/Untitled-12copy.png?v=1738698342&width=1920,1,No.1 Vintage Leather Long Wallet,product_or_image_row
long-wallet,,https://joesventure.com/cdn/shop/files/Untitled-9copy_f01dde68-2907-4ae9-8cb8-7dc88829728d.png?v=1738698342&width=1920,2,No.1 Vintage Leather Long Wallet,image_only_row
long-wallet,,https://joesventure.com/cdn/shop/files/Untitled-11copy.png?v=1738698342&width=1920,3,No.1 Vintage Leather Long Wallet,image_only_row
macbook-sleeve,Macbook Sleeve,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_B_93.jpg?v=1653838187&width=1024,1,Macbook Sleeve,product_or_image_row
messenger-bag,Waxed canvas Messenger bag,https://joesventure.com/cdn/shop/files/SNY09164.jpg?v=1717598284&width=1024,1,Waxed canvas Messenger bag,product_or_image_row
no-1,CÁNE No.1 - Le Carré,https://joesventure.com/cdn/shop/files/1024X1024_SHOTS4.png?v=1749553906&width=1920,1,CÁNE No.1 - Le Carré,product_or_image_row
no-2,CÁNE No.2 - La Promenade,https://joesventure.com/cdn/shop/files/1024X1024SHOTS3.png?v=1749553886&width=1920,1,CÁNE No.2 - La Promenade,product_or_image_row
no-3,CÁNE No.3 - Le Voyageur,https://joesventure.com/cdn/shop/files/1024X1024_SHOTS_2.png?v=1749553848&width=1920,1,CÁNE No.3 - Le Voyageur,product_or_image_row
nomad-fanny-pack,Nomad fanny pack,https://joesventure.com/cdn/shop/files/SNY07733.jpg?v=1717057785&width=1024,1,Nomad fanny pack,product_or_image_row
nomad-fanny-pack,,https://joesventure.com/cdn/shop/files/SNY07733.jpg?v=1717057785,2,Nomad fanny pack,image_only_row
nomad-fanny-pack,,https://joesventure.com/cdn/shop/files/rn-image_picker_lib_temp_2a5a8f1f-bd7c-4ba4-95b2-d2cf1a495e57.jpg?v=1717057785,3,Nomad fanny pack,image_only_row
nomad-tote-bag,Nomad Pebbled Leather Tote Bag with Shoulder Strap,https://joesventure.com/cdn/shop/files/Untitled-118_254b9d0e-ee8e-4256-b9a3-b5b4179d0dd8.png?v=1738698802&width=1920,1,Nomad Pebbled Leather Tote Bag with Shoulder Strap,product_or_image_row
nomad-tote-bag,,https://joesventure.com/cdn/shop/files/Untitled-117copy.png?v=1738698802&width=1920,2,Nomad Pebbled Leather Tote Bag with Shoulder Strap,image_only_row
nomad-tote-bag,,https://joesventure.com/cdn/shop/files/Untitled-118_254b9d0e-ee8e-4256-b9a3-b5b4179d0dd8.png?v=1738698802,3,Nomad Pebbled Leather Tote Bag with Shoulder Strap,image_only_row
nomad-tote-bag,,https://joesventure.com/cdn/shop/files/Untitled-117copy.png?v=1738698802,4,Nomad Pebbled Leather Tote Bag with Shoulder Strap,image_only_row
oiled-forest-green-cow-classic,Oiled Forest Green Cow Classic Size 52,https://joesventure.com/cdn/shop/files/OILED_FORREST_GREEN_COW_CLASSIC_PERFECTO.png?v=1738852837&width=1920,1,Oiled Forest Green Cow Classic Size 52,product_or_image_row
passport-cover,Passport Cover,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGLast14.jpg?v=1654638871&width=1024,1,Passport Cover,product_or_image_row
pebbled-mssenger-bag,Pebbled Messenger Bag,https://joesventure.com/cdn/shop/files/IMG_8494.jpg?v=1709378731&width=1024,1,Pebbled Messenger Bag,product_or_image_row
pencil-case,Pencil case,https://joesventure.com/cdn/shop/files/SNY05879.jpg?v=1713986071&width=1024,1,Pencil case,product_or_image_row
pro-tote,Pro Tote,https://joesventure.com/cdn/shop/files/IMG_7248.jpg?v=1685813792&width=1024,1,Pro Tote,product_or_image_row
puffed-nappa,Puffed Nappa,https://joesventure.com/cdn/shop/files/PuffedNappa_27ff64bb-1f69-4034-aee0-a307c135166f.png?v=1738765226&width=1920,1,Puffed Nappa,product_or_image_row
puffed-nappa-leather-vest,Puffed Nappa Leather Vest,https://joesventure.com/cdn/shop/files/PUFFEDNAPpALEATHERVEST.png?v=1738680695&width=1920,1,Puffed Nappa Leather Vest,product_or_image_row
purple-pull-up-no-52-jacket-size-52,Purple Pull up no.52 Jacket  Size 52,https://joesventure.com/cdn/shop/files/011.jpg?v=1720794910&width=1024,1,Purple Pull up no.52 Jacket  Size 52,product_or_image_row
pyrenees-backpack,"Pyrenees Backpack 16""",https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_C_36.jpg?v=1653773123&width=1024,1,"Pyrenees Backpack 16""",product_or_image_row
red-leather-crop-jacket,Red Leather Crop Jacket,https://joesventure.com/cdn/shop/files/REDNAPPASUITJACKET_59c21976-ef51-4b9c-84ad-09365cffcd7f.png?v=1738686082&width=1920,1,Red Leather Crop Jacket,product_or_image_row
